GenePublicName,SequenceNameGene,SequenceNameTranscript,Db10,OP50,Ratio_Db10vsOP50,log2_Ratio_Db10vsOP50,Infection_upregulated,Infection_downregulated
ser-2,C02D4.2,C02D4.2f,"0,043528","0,026343","1,652338",0.724508832669,,
C02D5.1,C02D5.1,C02D5.1,"0,061516","0,01081","5,690558",2.508570126058,1,
C02D5.2,C02D5.2,C02D5.2a,"0,140655","0,08142","1,727535",0.788714940029,,
C02D5.2,C02D5.2,C02D5.2b,"0,092492","0,035668","2,593131",1.374695090216,,
C02D5.3,C02D5.3,C02D5.3a,"0,513868","0,271756","1,890917",0.919086038953,,
C02D5.3,C02D5.3,C02D5.3b,"1,32712","0,626282","2,119045",1.083414225080,,
C02D5.3,C02D5.3,C02D5.3c,"0,023497","0,012314","1,908131",0.932160220905,,
C02E11.1,C02E11.1,C02E11.1a.1,"0,882929","0,928611","0,950806",-0.072777087544,,
C02E11.1,C02E11.1,C02E11.1a.2,"0,896132","0,951132","0,942174",-0.085934574587,,
C02E11.1,C02E11.1,C02E11.1b,"0,896181","0,951053","0,942304",-0.085735527046,,
C02E7.1,C02E7.1,C02E7.1,0,"0,000161",0,,,
C02E7.10,C02E7.10,C02E7.10,"0,004614","0,001835","2,515024",1.330572167234,,
str-211,C02E7.13,C02E7.13,0,0,,,,
srh-21,C02E7.2,C02E7.2,"0,010188","0,002451","4,156223",2.055273063377,1,
srh-20,C02E7.3,C02E7.3,0,0,,,,
srh-22,C02E7.4,C02E7.4,0,"0,000375",0,,,
srh-23,C02E7.5,C02E7.5,0,"0,00039",0,,,
C02E7.6,C02E7.6,C02E7.6,"12,1224","7,40962","1,636035",0.710203612452,,
C02E7.7,C02E7.7,C02E7.7,"5,01576","4,15987","1,205749",0.269929613587,,
C02E7.8,C02E7.8,C02E7.8,0,0,,,,
str-205,C02E7.9,C02E7.9,0,0,,,,
tsp-17,C02F12.1,C02F12.1,"0,004031","0,005297","0,760971",-0.394086620072,,
C02F12.3,C02F12.3,C02F12.3.1,"1,09019","0,860902","1,266335",0.340659110063,,
C02F12.3,C02F12.3,C02F12.3.2,"1,01531","0,770931","1,316992",0.397246582044,,
tag-52,C02F12.4,C02F12.4,"0,34106","0,374321","0,911143",-0.134250598269,,
C02F12.5,C02F12.5,C02F12.5,"0,763573","0,946237","0,806957",-0.309436295659,,
tag-278,C02F12.7,C02F12.7,"0,211004","0,123569","1,70758",0.771953170257,,
C02F12.8,C02F12.8,C02F12.8,"0,162796","0,140925","1,155196",0.208137651848,,
C02F12.9,C02F12.9,C02F12.9,0,"0,006131",0,,,
ced-5,C02F4.1,C02F4.1,"0,272376","0,214487","1,269895",0.344709214130,,
tax-6,C02F4.2,C02F4.2a,"1,65942","1,27837","1,298075",0.376373741582,,
tax-6,C02F4.2,C02F4.2b,"1,55024","1,19459","1,297717",0.375975801510,,
tax-6,C02F4.2,C02F4.2c,"1,51976","1,12214","1,354341",0.437591030693,,
C02F4.3,C02F4.3,C02F4.3,"0,001662","0,019033","0,087343",-3.517164105064,,1
C02F4.4,C02F4.4,C02F4.4,"0,498858","0,109079","4,573364",2.193255749693,1,
C02F4.5,C02F4.5,C02F4.5,0,0,,,,
knl-1,C02F5.1,C02F5.1,"0,843366","0,695836","1,212018",0.277411124816,,
C02F5.10,C02F5.10,C02F5.10,"0,109424","0,082148","1,332036",0.413633073640,,
tsp-2,C02F5.11,C02F5.11,"0,699629","0,172161","4,063807",2.022831886668,1,
C02F5.12,C02F5.12,C02F5.12,"0,136697","0,090764","1,506076",0.590794573500,,
C02F5.13,C02F5.13,C02F5.13,"0,518182","0,49115","1,055038",0.077294962368,,
C02F5.14,C02F5.14,C02F5.14,"0,285262","0,049016","5,819738",2.540954205606,1,
C02F5.2,C02F5.2,C02F5.2,"0,005559","0,01434","0,387635",-1.367229255696,,
C02F5.3,C02F5.3,C02F5.3,"1,00623","1,24364","0,809101",-0.305608289508,,
C02F5.4,C02F5.4,C02F5.4,"0,862823","0,627354","1,375337",0.459785166752,,
C02F5.5,C02F5.5,C02F5.5,"0,022728","0,014531","1,564165",0.645392707099,,
C02F5.6,C02F5.6,C02F5.6a,"0,46735","0,414209","1,128295",0.174144318973,,
C02F5.6,C02F5.6,C02F5.6b,"0,424085","0,315936","1,342313",0.424721117809,,
C02F5.7,C02F5.7,C02F5.7a.1,"0,53871","0,705383","0,763713",-0.388897513258,,
C02F5.7,C02F5.7,C02F5.7a.2,"0,486831","0,626362","0,777236",-0.363575369699,,
C02F5.7,C02F5.7,C02F5.7a.3,"0,548793","0,717847","0,764499",-0.387413480412,,
C02F5.7,C02F5.7,C02F5.7a.4,"0,548728","0,717946","0,764303",-0.387783401735,,
C02F5.7,C02F5.7,C02F5.7b.1,"0,544274","0,723799","0,751968",-0.411256825569,,
C02F5.7,C02F5.7,C02F5.7b.2,"0,557512","0,725186","0,768785",-0.379347907367,,
tsp-1,C02F5.8,C02F5.8,"1,51075","0,229818","6,57368",2.716701229213,1,
pbs-6,C02F5.9,C02F5.9.1,"5,69099","3,90682","1,456681",0.542684974790,,
pbs-6,C02F5.9,C02F5.9.2,"6,39764","4,07267","1,570871",0.651564711312,,
C02G6.1,C02G6.1,C02G6.1,"0,008156","0,002623","3,109513",1.636688648684,1,
C02G6.2,C02G6.2,C02G6.2,0,"0,000341",0,,,
C02G6.3,C02G6.3,C02G6.3,"0,042735","0,020927","2,042109",1.030059873837,,
C02H6.1,C02H6.1,C02H6.1,0,"0,000365",0,,,
fbxa-105,C02H6.2,C02H6.2,"0,229881","0,074811","3,072832",1.619568893064,1,
C02H7.1,C02H7.1,C02H7.1,"0,020043","0,01926","1,040634",0.057462749492,,
C02H7.2,C02H7.2,C02H7.2,"0,006412","0,003857","1,662337",0.733212884481,,
aex-3,C02H7.3,C02H7.3a,"0,144627","0,133758","1,081259",0.112712141259,,
aex-3,C02H7.3,C02H7.3b,"0,151123","0,141522","1,067841",0.094696847785,,
C03A3.1,C03A3.1,C03A3.1a,"0,128213","0,053242","2,408109",1.267900695337,,
C03A3.1,C03A3.1,C03A3.1b,"0,099136","0,046005","2,154919",1.107633641707,,
C03A3.2,C03A3.2,C03A3.2.1,"0,93655","0,649358","1,442271",0.528342269726,,
C03A3.2,C03A3.2,C03A3.2.2,"0,707343","0,631173","1,12068",0.164374388475,,
C03A3.3,C03A3.3,C03A3.3,0,"0,000935",0,,,
C03A7.1,C03A7.1,C03A7.1,"0,014635","0,074972","0,195205",-2.356938088181,,1
srt-65,C03A7.10,C03A7.10,0,0,,,,
ugt-51,C03A7.11,C03A7.11,"0,115664","0,068344","1,692385",0.759057803923,,
C03A7.12,C03A7.12,C03A7.12,"0,022192","0,036952","0,600564",-0.735610097811,,
C03A7.13,C03A7.13,C03A7.13,"0,039518","0,073034","0,541088",-0.886064848637,,
abu-8,C03A7.14,C03A7.14,0,"0,020019",0,,,
C03A7.2,C03A7.2,C03A7.2,0,"0,079505",0,,,
srw-140,C03A7.3,C03A7.3,0,0,,,,
pqn-5,C03A7.4,C03A7.4,0,0,,,,
srx-38,C03A7.5,C03A7.5,"0,009481",0,,,,
srx-39,C03A7.6,C03A7.6,0,0,,,,
abu-6,C03A7.7,C03A7.7,0,0,,,,
abu-7,C03A7.8,C03A7.8,0,"0,004892",0,,,
srt-64,C03A7.9,C03A7.9,0,"0,00041",0,,,
C03B1.1,C03B1.1,C03B1.1,0,0,,,,
C03B1.10,C03B1.10,C03B1.10,"0,00733","0,038885","0,188517",-2.407233466832,,1
lmp-1,C03B1.12,C03B1.12.1,"7,14626","6,55319","1,090501",0.124991092945,,
lmp-1,C03B1.12,C03B1.12.2,"9,90397","7,51446","1,317988",0.398337234975,,
C03B1.13,C03B1.13,C03B1.13,"0,081355","0,06318","1,287668",0.364760670708,,
C03B1.14,C03B1.14,C03B1.14,"0,514524","0,137029","3,754855",1.908757196736,1,
C03B1.15,C03B1.15,C03B1.15,0,0,,,,
C03B1.2,C03B1.2,C03B1.2,"0,016496","0,000998","16,531721",4.047165016065,1,
C03B1.3,C03B1.3,C03B1.3,0,0,,,,
C03B1.4,C03B1.4,C03B1.4,0,"0,000611",0,,,
C03B1.5,C03B1.5,C03B1.5,"0,008996","0,007645","1,176728",0.234780880784,,
C03B1.6,C03B1.6,C03B1.6,"0,004407","0,002263","1,947621",0.961712961497,,
C03B1.7,C03B1.7,C03B1.7,"0,071648","0,041724","1,717194",0.780053037026,,
C03B1.9,C03B1.9,C03B1.9,0,0,,,,
C03B8.1,C03B8.1,C03B8.1,"0,024882","0,025299","0,983509",-0.023989840354,,
C03B8.2,C03B8.2,C03B8.2,"0,024349","0,120275","0,202441",-2.304426588914,,1
C03B8.3,C03B8.3,C03B8.3,"0,025717","0,009446","2,722586",1.444977620958,1,
lin-13,C03B8.4,C03B8.4,"0,816346","0,761811","1,071586",0.099747637970,,
kin-19,C03C10.1,C03C10.1.1,"5,49386","4,34018","1,265814",0.340065429259,,
kin-19,C03C10.1,C03C10.1.2,"5,48221","4,31712","1,269877",0.344688764648,,
kin-19,C03C10.1,C03C10.1.3,"6,81441","5,30872","1,283626",0.360224916991,,
C03C10.2,C03C10.2,C03C10.2,0,"0,000319",0,,,
rnr-2,C03C10.3,C03C10.3.1,"6,55501","8,17585","0,801753",-0.318770247933,,
rnr-2,C03C10.3,C03C10.3.2,"6,62034","8,25317","0,802157",-0.318043463003,,
rnr-2,C03C10.3,C03C10.3.3,"7,10403","8,72608","0,814115",-0.296695494240,,
C03C10.4,C03C10.4,C03C10.4,"2,42362","1,53079","1,583248",0.662887256958,,
C03C10.5,C03C10.5,C03C10.5,"0,066791","0,256334","0,260562",-1.940301396281,,1
C03C10.6,C03C10.6,C03C10.6,"0,084539","0,077718","1,087767",0.121369563993,,
C03C10.7,C03C10.7,C03C10.7,0,"0,001399",0,,,
C03C11.1,C03C11.1,C03C11.1,"0,007431",0,,,,
fog-3,C03C11.2,C03C11.2,"0,01469","0,01535","0,956996",-0.063415200262,,
C03D6.1,C03D6.1,C03D6.1,"0,245184","0,074076","3,309916",1.726794604367,1,
cel-1,C03D6.3,C03D6.3a,"0,577754","0,516071","1,119524",0.162885456560,,
cel-1,C03D6.3,C03D6.3b,"0,550607","0,441479","1,247187",0.318677795357,,
npp-14,C03D6.4,C03D6.4,"0,944575","0,784286","1,204376",0.268285864399,,
C03D6.5,C03D6.5,C03D6.5,"1,17578","1,26522","0,929309",-0.105769715023,,
C03D6.6,C03D6.6,C03D6.6,"1,71643","1,13365","1,514074",0.598435718417,,
rpl-24.2,C03D6.8,C03D6.8.1,"3,38354","5,45812","0,619909",-0.689871645330,,
rpl-24.2,C03D6.8,C03D6.8.2,"3,46166","5,5542","0,623251",-0.682114802379,,
C03E10.1,C03E10.1,C03E10.1,0,0,,,,
C03E10.3,C03E10.3,C03E10.3,"0,032129","0,010624","3,024077",1.596494874382,1,
gly-20,C03E10.4,C03E10.4,"1,45613","0,847586","1,717973",0.780707362977,,
C03E10.5,C03E10.5,C03E10.5,"0,538149","0,196761","2,735039",1.451561405122,1,
C03E10.6,C03E10.6,C03E10.6,"2,97131","1,38295","2,14853",1.103349921654,,
C03F11.1,C03F11.1,C03F11.1,"0,024596","0,028469","0,863952",-0.210976934450,,
C03F11.2,C03F11.2,C03F11.2,"0,039788","0,062111","0,640591",-0.642524565814,,
C03F11.3,C03F11.3,C03F11.3,"1,50031","0,359776","4,170123",2.060089937357,1,
C03F11.4,C03F11.4,C03F11.4.1,"0,152234","0,067072","2,269714",1.182510519201,,
C03F11.4,C03F11.4,C03F11.4.2,"0,155895","0,06175","2,524599",1.336054252556,,
C03F11.4,C03F11.4,C03F11.4.3,"0,158053","0,062366","2,534277",1.341574221671,,
sdha-1,C03G5.1,C03G5.1.1,"1,30387","1,4836","0,878855",-0.186302936387,,
sdha-1,C03G5.1,C03G5.1.2,"1,29987","1,47915","0,878795",-0.186401433474,,
nspc-3,C03G5.10,C03G5.10,"0,344596","0,619455","0,556289",-0.846093516713,,
nspc-4,C03G5.11,C03G5.11,"3,33916","7,54349","0,442655",-1.175745377374,,
nspc-5,C03G5.12,C03G5.12,"0,009904",0,,,,
nspc-6,C03G5.13,C03G5.13,nan,nan,,,,
nspc-7,C03G5.2,C03G5.2,"0,51631","0,855707","0,603372",-0.728880346362,,
flp-5,C03G5.7,C03G5.7,"1,97503","5,99543","0,329423",-1.601986808713,,1
nspc-1,C03G5.8,C03G5.8,"1,16661","1,38192","0,844195",-0.244351810364,,
nspc-2,C03G5.9,C03G5.9,nan,nan,,,,
nhr-148,C03G6.10,C03G6.10,"0,010913","0,010338","1,0557",0.078199919921,,
srh-231,C03G6.11,C03G6.11,0,0,,,,
nhr-149,C03G6.12,C03G6.12,0,"0,001009",0,,,
tag-293,C03G6.13,C03G6.13,0,"0,006013",0,,,
cyp-35A1,C03G6.14,C03G6.14,0,"0,000255",0,,,
cyp-35A2,C03G6.15,C03G6.15,"0,243886","0,098729","2,470269",1.304668152674,,
srsx-24,C03G6.16,C03G6.16,0,0,,,,
C03G6.17,C03G6.17,C03G6.17,"0,019216","0,066615","0,288456",-1.793576822543,,1
srp-5,C03G6.18,C03G6.18,"0,003062","0,000637","4,807232",2.265206430514,1,
srp-6,C03G6.19,C03G6.19,"0,448978","0,10852","4,137283",2.048683644721,1,
srx-56,C03G6.2,C03G6.2,0,0,,,,
srj-14,C03G6.3,C03G6.3,"0,014815","0,033537","0,441766",-1.178645707247,,
C03G6.5,C03G6.5,C03G6.5,"1,61643","1,11183","1,453846",0.539874458526,,
C03G6.6,C03G6.6,C03G6.6,0,0,,,,
srh-275,C03G6.7,C03G6.7,0,0,,,,
nhr-147,C03G6.8,C03G6.8,"0,012995","0,012664","1,026137",0.037223358651,,
srh-244,C03G6.9,C03G6.9,0,0,,,,
C03H12.1,C03H12.1,C03H12.1,"0,322992","0,160468","2,012813",1.009213145183,,
clec-10,C03H5.1,C03H5.1,"0,094848","0,15947","0,594768",-0.749601065996,,
C03H5.2,C03H5.2,C03H5.2,"1,88948","0,993689","1,90148",0.927122764605,,
C03H5.3,C03H5.3,C03H5.3,"1,2651","0,743164","1,702316",0.767498868585,,
C03H5.4,C03H5.4,C03H5.4,0,"0,002429",0,,,
C03H5.5,C03H5.5,C03H5.5,"0,082997","0,038535","2,153802",1.106885628365,,
C03H5.6,C03H5.6,C03H5.6,"0,094602","0,067766","1,396022",0.481321677250,,
C03H5.7,C03H5.7,C03H5.7,"0,006163","0,005158","1,19478",0.256744992994,,
C04A11.1,C04A11.1,C04A11.1,"0,033192","0,025842","1,284428",0.361126020675,,
C04A11.2,C04A11.2,C04A11.2,"0,129859","0,130403","0,995828",-0.006031514216,,
gck-4,C04A11.3,C04A11.3,"0,471526","0,399364","1,180692",0.239632666661,,
adm-2,C04A11.4,C04A11.4,"0,205433","0,27972","0,734424",-0.445314890009,,
C04A11.5,C04A11.5,C04A11.5,"0,160703","0,236006","0,680928",-0.554425836348,,
C04A2.1,C04A2.1,C04A2.1.1,"0,158763","0,189848","0,836264",-0.257969636593,,
C04A2.1,C04A2.1,C04A2.1.2,"0,12849","0,140226","0,916307",-0.126097054236,,
egl-27,C04A2.3,C04A2.3a,"1,57341","1,7729","0,887478",-0.172216738407,,
egl-27,C04A2.3,C04A2.3b,"1,47052","1,70668","0,861626",-0.214866310296,,
egl-27,C04A2.3,C04A2.3c.1,"2,08256","2,52779","0,823866",-0.279518389586,,
egl-27,C04A2.3,C04A2.3c.2,"2,02656","2,46279","0,822872",-0.281260061965,,
egl-27,C04A2.3,C04A2.3c.3,"2,02691","2,46297","0,822954",-0.281116303155,,
dnj-5,C04A2.7,C04A2.7a,"1,84412","1,62266","1,13648",0.184572295546,,
dnj-5,C04A2.7,C04A2.7b.1,"1,93775","1,68938","1,147018",0.197888031552,,
dnj-5,C04A2.7,C04A2.7b.2,"1,6325","1,4203","1,149405",0.200887230134,,
dnj-5,C04A2.7,C04A2.7c,"1,81325","1,60636","1,128794",0.174782224556,,
dnj-5,C04A2.7,C04A2.7d,"1,92824","1,75437","1,099107",0.136331842024,,
C04B4.1,C04B4.1,C04B4.1,0,"0,000208",0,,,
C04B4.2,C04B4.2,C04B4.2,"0,736111","0,480261","1,532731",0.616104520859,,
C04B4.3,C04B4.3,C04B4.3,0,0,,,,
C04B4.4,C04B4.4,C04B4.4,0,"0,000212",0,,,
C04B4.5,C04B4.5,C04B4.5,0,0,,,,
C04B4.6,C04B4.6,C04B4.6,0,0,,,,
C04C11.1,C04C11.1,C04C11.1b,,,,,,
C04C11.2,C04C11.2,C04C11.2.1,"0,987693","0,691092","1,429177",0.515184601674,,
C04C11.2,C04C11.2,C04C11.2.2,"1,05264","0,75806","1,388597",0.473627959678,,
srz-60,C04C3.1,C04C3.1,"0,002507","0,006245","0,401438",-1.316750906645,,
C04C3.2,C04C3.2,C04C3.2,"0,002063","0,004634","0,445226",-1.167390250240,,
C04C3.3,C04C3.3,C04C3.3.1,"1,95343","1,51883","1,286141",0.363048814400,,
C04C3.3,C04C3.3,C04C3.3.2,"1,83378","1,48653","1,233598",0.302872331364,,
C04C3.4,C04C3.4,C04C3.4,0,0,,,,
dyf-3,C04C3.5,C04C3.5a,"0,018644","0,055249","0,337463",-1.567198763517,,1
dyf-3,C04C3.5,C04C3.5b,"0,022378","0,05246","0,426572",-1.229138823974,,
dyf-3,C04C3.5,C04C3.5c,"0,018877","0,049017","0,385118",-1.376627540166,,
C04C3.6,C04C3.6,C04C3.6,0,"0,006659",0,,,
C04C3.7,C04C3.7,C04C3.7,0,0,,,,
C04D8.1,C04D8.1,C04D8.1,"0,793873","0,739947","1,072878",0.101486032477,,
C04E12.10,C04E12.10,C04E12.10,0,0,,,,
C04E12.11,C04E12.11,C04E12.11,"0,020796","0,021015","0,989555",-0.015148199619,,
C04E12.12,C04E12.12,C04E12.12,"0,026779","0,024886","1,076063",0.105762545485,,
C04E12.2,C04E12.2,C04E12.2.1,"0,041303","0,058393","0,707325",-0.499554841447,,
C04E12.2,C04E12.2,C04E12.2.2,"0,017481","0,031461","0,555642",-0.847772440670,,
C04E12.4,C04E12.4,C04E12.4,"0,082612","0,060021","1,376383",0.460881978263,,
C04E12.5,C04E12.5,C04E12.5,"0,008492","0,000966","8,789092",3.135714128422,1,
C04E12.6,C04E12.6,C04E12.6,0,0,,,,
plsc-1,C04E12.7,C04E12.7,"0,043813","0,02271","1,929294",0.948073008614,,
srx-121,C04E12.8,C04E12.8,0,0,,,,
srbc-2,C04E12.9,C04E12.9,0,0,,,,
srd-15,C04E6.10,C04E6.10,0,"0,00036",0,,,
C04E6.11,C04E6.11,C04E6.11,"0,226675","0,150753","1,503619",0.588439050763,,
C04E6.12,C04E6.12,C04E6.12,0,"0,013275",0,,,
C04E6.13,C04E6.13,C04E6.13,"0,45823","1,08186","0,423558",-1.239368556067,,
srsx-18,C04E6.2,C04E6.2,0,"0,000829",0,,,
C04E6.3,C04E6.3,C04E6.3,0,0,,,,
C04E6.4,C04E6.4,C04E6.4,0,0,,,,
C04E6.5,C04E6.5,C04E6.5,0,"0,000373",0,,,
grd-9,C04E6.6,C04E6.6,"0,000997",0,,,,
C04E6.7,C04E6.7,C04E6.7,"0,135581","0,057909","2,341265",1.227288237546,,
C04E6.8,C04E6.8,C04E6.8,"0,021362","0,031151","0,685748",-0.544249585461,,
srd-16,C04E6.9,C04E6.9,0,0,,,,
C04E7.1,C04E7.1,C04E7.1,0,0,,,,
C04E7.2,C04E7.2,C04E7.2,"0,25427","0,161104","1,578297",0.658368713659,,
C04E7.3,C04E7.3,C04E7.3,"0,13232","0,065589","2,017405",1.012500738308,,
C04E7.4,C04E7.4,C04E7.4,"0,069673","0,0621","1,121953",0.166012240931,,
C04F1.1,C04F1.1,C04F1.1,"0,014101","0,004464","3,15855",1.659262410332,1,
lim-7,C04F1.3,C04F1.3,"0,137814","0,092355","1,492219",0.577459282931,,
C04F12.1,C04F12.1,C04F12.1,"0,480747","0,439522","1,093795",0.129342372320,,
fce-1,C04F12.10,C04F12.10,"1,41966","1,0522","1,34923",0.432136302012,,
ikb-1,C04F12.3,C04F12.3,"0,079658","0,214166","0,371946",-1.426834912229,,1
rpl-14,C04F12.4,C04F12.4.1,"36,9481","106,831","0,345856",-1.531756609998,,1
rpl-14,C04F12.4,C04F12.4.2,"36,08","101,475","0,355556",-1.491851292962,,1
C04F12.5,C04F12.5,C04F12.5,"1,19778","1,80199","0,664698",-0.589229081889,,
C04F12.6,C04F12.6,C04F12.6,0,0,,,,
C04F12.7,C04F12.7,C04F12.7,"0,056326","0,020472","2,751375",1.460152785881,1,
C04F12.8,C04F12.8,C04F12.8,"0,443343","0,376802","1,176594",0.234616584410,,
rnh-1.3,C04F12.9,C04F12.9,"0,600463","0,787827","0,762176",-0.391803914743,,
srh-79,C04F2.1,C04F2.1,0,0,,,,
srh-229,C04F2.4,C04F2.4,0,0,,,,
sid-1,C04F5.1,C04F5.1,"0,397322","0,233938","1,698407",0.764182222449,,
C04F5.2,C04F5.2,C04F5.2,0,"0,001579",0,,,
unc-46,C04F5.3,C04F5.3,"0,010303","0,012535","0,821916",-0.282937137204,,
srab-1,C04F5.4,C04F5.4,0,0,,,,
srab-2,C04F5.5,C04F5.5,0,0,,,,
srab-3,C04F5.6,C04F5.6,0,0,,,,
ugt-63,C04F5.7,C04F5.7,"0,160327","0,01895","8,460438",3.080732354134,1,
C04F5.8,C04F5.8,C04F5.8,"1,21964","1,11827","1,090649",0.125186878531,,
C04F5.9,C04F5.9,C04F5.9,"0,316974","0,188461","1,681908",0.750098792648,,
vit-5,C04F6.1,C04F6.1.1,"164,368","114,193","1,439388",0.525455535945,,
vit-5,C04F6.1,C04F6.1.2,"164,83","114,508","1,439463",0.525530706301,,
vit-5,C04F6.1,C04F6.1.3,"164,599","114,35","1,439432",0.525499636362,,
C04F6.2,C04F6.2,C04F6.2,"0,021557","0,041163","0,523706",-0.933170961323,,
cht-1,C04F6.3,C04F6.3.1,"0,574981","2,43475","0,236156",-2.082187904475,,1
cht-1,C04F6.3,C04F6.3.2,"0,533332","2,41737","0,220625",-2.180331816504,,1
unc-78,C04F6.4,C04F6.4a,"0,56012","0,474727","1,179878",0.238637691880,,
unc-78,C04F6.4,C04F6.4b.1,"0,577014","0,485841","1,18766",0.248121884523,,
unc-78,C04F6.4,C04F6.4b.2,"0,573524","0,441391","1,299356",0.377796757244,,
dhs-27,C04F6.5,C04F6.5,"0,350995","0,183688","1,910822",0.934193392299,,
C04G2.1,C04G2.1,C04G2.1,"0,10529","0,140092","0,751578",-0.412005257714,,
C04G2.10,C04G2.10,C04G2.10,"0,21878","0,400776","0,545891",-0.873315183043,,
C04G2.11,C04G2.11,C04G2.11,0,"0,000388",0,,,
C04G2.2,C04G2.2,C04G2.2,"0,002472","0,001564","1,581323",0.661132081740,,
msp-36,C04G2.4,C04G2.4,"0,089981","0,177089","0,508111",-0.976784397779,,
C04G2.5,C04G2.5,C04G2.5,"0,004621",0,,,,
dis-3,C04G2.6,C04G2.6,"0,431353","0,415449","1,038281",0.054196947013,,
egl-38,C04G2.7,C04G2.7,"0,131252","0,114949","1,141828",0.191345345766,,
C04G2.8,C04G2.8,C04G2.8,"0,027183","0,012091","2,248149",1.168737655860,,
C04G2.9,C04G2.9,C04G2.9,"0,031375","0,01169","2,683953",1.424359408028,1,
C04G6.10,C04G6.10,C04G6.10,0,"0,001842",0,,,
C04G6.11,C04G6.11,C04G6.11,0,0,,,,
mpk-2,C04G6.1,C04G6.1a,"0,15718","0,060541","2,596266",1.376438201989,,
mpk-2,C04G6.1,C04G6.1b,"0,195244","0,073822","2,644812",1.403165175531,1,
mpk-2,C04G6.1,C04G6.1c.1,"0,166175","0,062014","2,679633",1.422035424065,1,
mpk-2,C04G6.1,C04G6.1c.2,"0,171023","0,063027","2,713496",1.440152781986,1,
C04G6.2,C04G6.2,C04G6.2,"0,060557","0,033285","1,819335",0.863411215524,,
pld-1,C04G6.3,C04G6.3.1,"0,540126","0,474077","1,139321",0.188174278971,,
pld-1,C04G6.3,C04G6.3.2,"0,545562","0,478672","1,139741",0.188706016962,,
C04G6.4,C04G6.4,C04G6.4,"0,408419","0,323237","1,263528",0.337457635010,,
C04G6.5,C04G6.5,C04G6.5,"0,310399","0,784013","0,395911",-1.336751943092,,
C04G6.6,C04G6.6,C04G6.6,"0,012136","0,017398","0,697512",-0.519710057599,,
C04G6.7,C04G6.7,C04G6.7,0,"0,009073",0,,,
C04H4.1,C04H4.1,C04H4.1,"0,06626","0,033037","2,005591",1.004027427269,,
C04H5.1,C04H5.1,C04H5.1,"1,15786","1,95611","0,59192",-0.756525890997,,
C04H5.2,C04H5.2,C04H5.2,"1,20364","1,22594","0,98181",-0.026484233870,,
gcy-29,C04H5.3,C04H5.3,"0,000262","0,002289","0,114467",-3.126996355066,,1
mog-4,C04H5.6,C04H5.6,"0,435288","0,417079","1,043658",0.061649027485,,
C04H5.7,C04H5.7,C04H5.7,"1,59452","3,01826","0,528291",-0.920595262635,,
nlp-41,C04H5.8,C04H5.8,"0,658439","0,718082","0,916941",-0.125099187398,,
pph-1,C05A2.1,C05A2.1,"0,418455","0,393532","1,063332",0.088592114246,,
pgp-5,C05A9.1,C05A9.1,"0,24124","0,051698","4,666377",2.222302868415,1,
C05A9.2,C05A9.2,C05A9.2,"0,494796","0,560481","0,882806",-0.179831659945,,
C05A9.3,C05A9.3,C05A9.3,"0,003578","0,006136","0,583076",-0.778244153696,,
lip-1,C05B10.1,C05B10.1,"0,720774","0,594322","1,212767",0.278302402698,,
C05B5.1,C05B5.1,C05B5.1,"0,010599","0,007193","1,473522",0.559268600370,,
C05B5.2,C05B5.2,C05B5.2,"0,011472","0,005094","2,251829",1.171097275811,,
pqn-8,C05B5.3,C05B5.3,"0,032704","0,026273","1,244749",0.315854856380,,
C05B5.4,C05B5.4,C05B5.4,"0,047775","0,13527","0,35318",-1.501524447025,,1
C05B5.5,C05B5.5,C05B5.5,"0,071067","0,01027","6,919632",2.790695314467,1,
C05B5.6,C05B5.6,C05B5.6,"0,000867","0,000534","1,622215",0.697965039579,,
rgs-1,C05B5.7,C05B5.7,"0,08614","0,070275","1,225748",0.293662407642,,
C05B5.8,C05B5.8,C05B5.8,"1,11304","0,627008","1,775161",0.827949877219,,
C05B5.9,C05B5.9,C05B5.9,"0,088634","0,043103","2,056319",1.040064089444,,
C05C10.1,C05C10.1,C05C10.1,"0,010136","0,005773","1,755622",0.811982254082,,
C05C10.2,C05C10.2,C05C10.2a,"0,489499","0,440016","1,112457",0.153749572407,,
C05C10.2,C05C10.2,C05C10.2b.1,"0,500881","0,447217","1,119995",0.163492291666,,
C05C10.2,C05C10.2,C05C10.2b.2,"0,498346","0,444101","1,122146",0.166260394104,,
C05C10.3,C05C10.3,C05C10.3.1,"1,55182","0,705705","2,198964",1.136823985527,,
C05C10.3,C05C10.3,C05C10.3.2,"1,48425","0,745448","1,991085",0.993554811446,,
C05C10.3,C05C10.3,C05C10.3.3,"1,51748","0,738233","2,055557",1.039529377972,,
C05C10.4,C05C10.4,C05C10.4,"3,14432","0,968918","3,245187",1.698301614187,1,
C05C10.5,C05C10.5,C05C10.5a,"3,87868","2,85929","1,356519",0.439909254781,,
C05C10.5,C05C10.5,C05C10.5b,"3,91392","3,20077","1,222806",0.290195536295,,
C05C10.5,C05C10.5,C05C10.5c.1,"3,78209","3,11805","1,212966",0.278539111614,,
C05C10.5,C05C10.5,C05C10.5c.2,"3,76292","3,10423","1,212191",0.277617036305,,
C05C10.5,C05C10.5,C05C10.5c.3,"3,14741","2,70148","1,165069",0.220415399523,,
ufd-3,C05C10.6,C05C10.6a,"1,45336","1,10755","1,31223",0.392020609268,,
