#Table S9 from A validated gene regulatory network and GWAS identifies early regulators of T cell–associated diseases
# Contains all known SNPs at time of publication,,,,,
Link,Disease_Trait,Mapped_gene,Upstream_gene_id (Entrez),Downstream_gene_id (Entrez),p_Value
http://www.ncbi.nlm.nih.gov/pubmed/20972438,Bladder cancer,CCNE1,83636,898,2.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/20972438,Bladder cancer,UGT1A,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20972438,Bladder cancer,NAT2,10,23362,4.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/20972438,Bladder cancer,MYC,5462,4609,2.00E-18
http://www.ncbi.nlm.nih.gov/pubmed/20972438,Bladder cancer,PSCA,,,4.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/20972438,Bladder cancer,TERT,,,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20972438,Bladder cancer,TMEM129,,,4.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/20972438,Bladder cancer,GSTM1,,,5.00E-31
http://www.ncbi.nlm.nih.gov/pubmed/20972438,Bladder cancer,TP63,100126340,100420621,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/19648920,Bladder cancer,PSCA,,,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/20972438,Bladder cancer,APOBEC3A,23466,200315,8.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/20972438,Bladder cancer,CLPTM1L,,,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20972438,Bladder cancer,TACC3,,,4.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/20972438,Bladder cancer,FGFR3,,,4.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23544013,Breast Cancer in BRCA1 mutation carriers,MDM4,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23544013,Breast Cancer in BRCA1 mutation carriers,TCF7L2,,,8.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23544013,Breast Cancer in BRCA1 mutation carriers,NR,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23544013,Breast Cancer in BRCA1 mutation carriers,Intergenic,,,4.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23544013,Breast Cancer in BRCA1 mutation carriers,Intergenic,80129,2099,5.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23544013,Breast Cancer in BRCA1 mutation carriers,Intergenic,5744,55297,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,MDM4,,,2.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,LGR6,,,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,Intergenic,93034,100616307,5.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,KIAA1752,,,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,TERT,,,5.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,Intergenic,442232,55603,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,ESR1,80129,2099,5.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,ZNF365,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,PTHLH,5744,55297,2.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,TOX3,,,6.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,MERIT40,,,9.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,PEX14,,,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,EBF1,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,NTN4,84101,100132594,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,BRCA2,,,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,MIR1972-2,,,6.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,MKL1,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,PEX14,,,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,PTPN22,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,Intergenic,3625,2736,4.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,METAP1D,1746,3655,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,DIRC3,,,1.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,ITPR1,,,2.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,TGFBR2,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,TET2,,,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,ADAM29,,,4.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,RAB3C,100270836,693167,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,EBF1,,,2.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,FOXQ1,94234,2295,7.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,RANBP9,10048,63933,8.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,ARHGEF5,,,7.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,Intergenic,646909,100422876,9.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,Intergenic,100874436,3174,2.00E-17
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,MIR1208,100302281,100500839,3.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,Intergenic,9314,641556,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,MLLT10,,,4.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,TCF7L2,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,Intergenic,646255,2263,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,DKFZp761E198,5017,254122,9.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,Intergenic,100271581,120224,1.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,Intergenic,2772,100271303,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,NTN4,84101,100132594,2.00E-22
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,BRCA2,,,5.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,PAX9,,,2.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,RAD51L1,,,1.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,CCDC88C,,,4.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,MIR1972-2,,,6.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,CDYL2,,,2.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,Intergenic,728599,361,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,SSBP4,,,5.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,C19orf61,,,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,EMID1,,,3.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,MKL1,,,9.00E-19
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,Intergenic,,,2.00E-26
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,Intergenic,7141,100128899,2.00E-57
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,SLC4A7,,,2.00E-30
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,TERT,,,7.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,Intergenic,2255,10884,2.00E-37
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,MAP3K1,441073,4214,3.00E-36
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,Intergenic,442232,55603,8.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,ESR1,,,2.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,Intergenic,401475,5462,1.00E-27
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,CDKN2A,,,6.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,Intergenic,100128657,347292,1.00E-34
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,ZNF365,,,1.00E-36
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,ZMIZ1,,,7.00E-22
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,FGFR2,,,2.00E-170
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,LSP1,,,2.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,Intergenic,390218,595,2.00E-63
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,PTHLH,5744,55297,8.00E-31
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,Intergenic,6926,100128617,9.00E-22
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,RAD51L1,,,3.00E-19
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,TOX3,,,2.00E-114
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,COX11,,,2.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,NRIP1,8204,343727,7.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,CDCA7,643960,83879,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,PDE4D,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,HNF4G,100874436,3174,6.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,DNAJC1,64215,645220,9.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,CHST9,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23468962,Breast cancer,SLC45A1,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23468962,Breast cancer,TNIP3,,,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23468962,Breast cancer,NR,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23468962,Breast cancer,NR,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23468962,Breast cancer,NR,,,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23468962,Breast cancer,NR,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23468962,Breast cancer,NR,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23468962,Breast cancer,NR,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23468962,Breast cancer,NR,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23468962,Breast cancer,NR,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23468962,Breast cancer,NR,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23468962,Breast cancer,NR,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23468962,Breast cancer,NR,,,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23354978,Breast cancer,Intergenic,100131913,441133,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23354978,Breast cancer,Intergenic,400403,23102,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23354978,Breast cancer,FGFR2,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22976474,Breast cancer,RALY,,,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22976474,Breast cancer,FAM46A,442232,55603,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22976474,Breast cancer,NR,,,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22976474,Breast cancer,NR,80129,2099,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/22951594,Breast cancer,SIAH2,,,9.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22951594,Breast cancer,FGFR2,,,8.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22923054,Breast cancer,GALC,23768,100128781,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22452962,Breast cancer,ERBB4,,,9.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/22383897,Breast cancer,TAB2,10090,23118,4.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/22383897,Breast cancer,ESR1,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22383897,Breast cancer,BARX2,100271581,120224,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22037553,Breast cancer,TERT,,,1.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/21908515,Breast cancer,NR,,,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21908515,Breast cancer,ZNF365,,,6.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/21424380,Breast cancer,ROPN1L,83853,100270979,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21424380,Breast cancer,ZNF577,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21263130,Breast cancer,Intergenic,7141,100128899,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/21263130,Breast cancer,SLC4A7,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/21263130,Breast cancer,Intergenic,2255,10884,8.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/21263130,Breast cancer,Intergenic,401475,5462,3.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/21263130,Breast cancer,FGFR2,,,1.00E-30
http://www.ncbi.nlm.nih.gov/pubmed/21263130,Breast cancer,TOX3,,,4.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/21263130,Breast cancer,KLF4,100128657,347292,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/21263130,Breast cancer,ESR1,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21263130,Breast cancer,FGFR2,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21062454,Breast cancer,NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/21060860,Breast cancer,FGFR2,,,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20872241,Breast cancer,FGFR2,,,2.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/20872241,Breast cancer,TOX3,,,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20872241,Breast cancer,MRPS30,10884,348980,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20872241,Breast cancer,Intergenic,7141,100128899,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20852631,Breast cancer,ABHD8,,,2.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/20585626,Breast cancer,TOX3,,,1.00E-28
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,FGFR2,,,4.00E-31
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,TOX3,,,3.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,MAP3K1,441073,4214,5.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,Intergenic,401475,5462,6.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,Intergenic,7141,100128899,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,LSP1,,,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,ESR1,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,SLC4A7,,,6.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,CDKN2A,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,ANKRD16,2665,100271273,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,ZNF365,,,5.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,ZMIZ1,,,4.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,MYEOV,390218,595,3.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/19330030?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Breast cancer,FGFR2,,,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/19330030?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Breast cancer,TOX3,,,1.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/19330030?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Breast cancer,MAP3K1,441073,4214,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/19330030?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Breast cancer,Intergenic,7141,100128899,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/19330030?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Breast cancer,Intergenic,,,7.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/19330030?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Breast cancer,RAD51L1,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/19219042,Breast cancer,ESR1,80129,2099,2.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/18463975?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Breast cancer,GLG1,497190,2734,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/18326623,Breast cancer,ECHDC1,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/17903305?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Breast cancer,COL1A1,,,8.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/17903305?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Breast cancer,Intergenic,27430,391845,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/17903305?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Breast cancer,Intergenic,100422354,645654,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/17903305?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Breast cancer,Intergenic,100271449,9352,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/17903305?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Breast cancer,ABCC4,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/17903305?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Breast cancer,Intergenic,64940,100873189,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/17903305?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Breast cancer,Intergenic,400955,100616473,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/17903305?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Breast cancer,GRIK1,,,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/17903305?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Breast cancer,FBN1,,,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/17529967,Breast cancer,FGFR2,,,2.00E-76
http://www.ncbi.nlm.nih.gov/pubmed/17529967,Breast cancer,TNRC9,,,1.00E-36
http://www.ncbi.nlm.nih.gov/pubmed/17529967,Breast cancer,MAP3K1,441073,4214,7.00E-20
http://www.ncbi.nlm.nih.gov/pubmed/17529967,Breast cancer,Intergenic,401475,5462,5.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/17529967,Breast cancer,LSP1,,,3.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/17529967,Breast cancer,Intergenic,,,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/17529973?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Breast cancer,FGFR2,,,1.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/17529974?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Breast cancer,Intergenic,7141,100128899,1.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/17529974?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Breast cancer,TNRC9,,,6.00E-19
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,PIK3C2B,,,2.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,UBE2T,,,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,FTO,,,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,N4BP2L1,,,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,FTO,,,6.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,BCL2L15,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,DLX1,1746,3655,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,EGOT,,,2.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,NOBOX,,,7.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,MYC,100302281,100500839,3.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,DNAJC1,,,4.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,OVOL1,5017,254122,9.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,N4BP2L1,,,5.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,SLC25A21,,,2.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,FTO,,,6.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,ISYNA1,,,5.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,KCNN4,,,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,RHBDD3,,,3.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,CDKN2B,,,6.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22976474,Breast cancer,EIF2S2,,,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22976474,Breast cancer,C6orf37,442232,55603,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22383897,Breast cancer,TMEM45B,100271581,120224,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21263130,Breast cancer,RAD23B,100128657,347292,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/20852631,Breast cancer,ANKLE1,,,2.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,C6orf97,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,CDKN2B,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,FBXO18,2665,100271273,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,CCND1,390218,595,3.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/19219042,Breast cancer,C6orf97,80129,2099,2.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/18326623,Breast cancer,RNF146,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/17529967,Breast cancer,LOC643714,,,1.00E-36
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,LRRN2,,,2.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23535733,Breast cancer,PTPN7,,,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,AP4B1,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,DLX2,1746,3655,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,SNX32,5017,254122,9.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,N4BP2L2,,,5.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,ELL,,,5.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,LYPD5,,,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,EWSR1,,,3.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/22976474,Breast cancer,ASIP,,,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/21263130,Breast cancer,ACTL7A,100128657,347292,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/20852631,Breast cancer,C19orf62,,,2.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,ORAOV1,390218,595,3.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,DCLRE1B,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,CFL1,5017,254122,9.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,ZNF283,,,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,CHEK2,,,3.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,FGF19,390218,595,3.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,HIPK1,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535729,Breast cancer,MUS81,5017,254122,9.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,FGF4,390218,595,3.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/20453838,Breast cancer,FGF3,390218,595,3.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/23001122,Breast cancer (male),PRKACB,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23001122,Breast cancer (male),RAD51B,,,3.00E-13
